Such easy process. A great and easy buying process from start to finish. Order online with “fitted” prices and arrived at fitting centre to be welcomed with a smile.4 new tyres fitted in less than an hour.,value for money positive,length of fitting positive,,,,,,,,,,,,
A good experience. A good choice of tyres on offer at various price ranges. I chose a mid range pair of Avon Tyre's to be fitted at my nearby ATS outlet. Fitment and optional wheel alignment were carried out well with no issues. No problems with TPMS system either.,value for money positive,location positive,garage service positive,,,,,,,,,,,
Easy to book and the garage installed the tires,ease of booking positive,garage service positive,,,,,,,,,,,,
Fantastic. Great service at best price.,value for money positive,,,,,,,,,,,,,
Very good prices for tyres,value for money positive,,,,,,,,,,,,,
great service excellent prices. really straightforward website with excellent information on tyre ratings and very interesting user reviews - hassle free fitting at reputable local tyre shop and excellent price point I have used [REDACTED] before and the experience was similarly positive,value for money positive,location positive,,,,,,,,,,,,
"Good price, quick mobile service. Recommend",value for money positive,mobile fitter positive,,,,,,,,,,,,
The treatment of my wife was totally unacceptable as the staff where we had the tyres replaced were extremely rude. I definitely would not recommend this company to anyone!,garage service positive,,,,,,,,,,,,,
"Easy way to get tyres, buy online book into garage turn up and sorted. No problems done an dusted",ease of booking positive,,,,,,,,,,,,,
Excellent quick service and value.,value for money positive,,,,,,,,,,,,,
Very competitive price. Considerably cheaper than other local providers. Fitted locally and at a date/time that suited me. Will use again.,location positive,ease of booking positive,value for money positive,,,,,,,,,,,
"tyres where fitted in no time, they made a great . very pleased.",length of fitting positive,tyre quality positive,garage service positive,,,,,,,,,,,
"A great value set of Michelin Cup 2's tyres fitted on the driveway at home. Great price, great service.",mobile fitter positive,value for money positive,,,,,,,,,,,,
Overall not a bad experience. Fitters arrived promptly and did an excellent job on my driveway....,mobile fitter positive,wait time positive,,,,,,,,,,,,
Easy to select tyres and book a fitting for a couple of days later at a local garage.The local garage had the tyres and fitted them promptly at the agreed date and time.Excellent service all round,ease of booking positive,length of fitting positive,location positive,,,,,,,,,,,
"Tyres not at the Garage. I ordered my tyres and booked an install date 5 days after the order was placed, on arriving at the garage they had no record of my order or tyres, after lengthy phone calls the order was located and I had to wait a further 2 days to get my tyres fitted.This is the first time I have had any issues with [REDACTED].",booking confusion negative,change of date negative,,,,,,,,,,,,
"A great way to buy your tyres.Easy to select the exact qualities and performance that you're looking for.I've used the online booking service for tyre fitting several times now,it has always worked well",ease of booking positive,,,,,,,,,,,,,
"Good work. Two front tyres changed - no issues, would definitely use again and recommend.",garage service positive,,,,,,,,,,,,,
Easy to organise online good value good tyres and a pleasent time getting them fitted . Enough said.,value for money positive,ease of booking positive,garage service positive,,,,,,,,,,,
"Easy transaction, best price, fitted locally at ATS but at lower cost.",location positive,value for money positive,,,,,,,,,,,,
Superb price and service,value for money positive,,,,,,,,,,,,,
Good price and prompt fitting at home on the caravan.,mobile fitter positive,value for money positive,,,,,,,,,,,,
First time user. Great price and service.,value for money positive,,,,,,,,,,,,,
Only delivered three tyres to the garage instead of four resulting in appointment being cancelled along with MOT scheduled on the same date. Everything required to be rearranged causing not inconsiderable inconvenience.Garage was excellent throughout including fitting and communications.,garage service negative,change of date negative,incorrect tyres sent negative,garage service positive,,,,,,,,,,
"Booked to have tyres fitted at local garage, but was contacted by [REDACTED] a few days later and told the garage could not do it, [REDACTED] organised a different garage quickly and it was completed ok.",ease of booking positive,ease of booking negative,,,,,,,,,,,,
"Happy with the tyres, but booking can be annoying, I booked the day and the time slot that was available online that suited me. Once I paid the money, a day later they email me saying that the day and the time slot is not available. And they offer random day and time that didn't suit me. I wanted to book at a different garage on same day but i couldn't do it due to tyres being send to my first garage choice. If is not available than dont show it on your website [REDACTED]. Thanks",ease of booking negative,,,,,,,,,,,,,
"Excellent. Good selection of tyres and good prices and service, excellent all round",value for money positive,,,,,,,,,,,,,
"Easy access to website, very good price for tyres",value for money positive,,,,,,,,,,,,,
"Good experience, job done on time and quickly.Staff helpful and friendly.",wait time positive,,,,,,,,,,,,,
"A good selection of tyres and great prices as well. I got 2 tyres fitted for the price of one at the Land Rover dealership! McConechy's, in Elgin, who fitted the tyres were superb!",value for money positive,garage service positive,,,,,,,,,,,,
